Year,temparature_anomaly_celsium,CO2(ppmv),CH4(ppbv)
-396785,0.47,,
-396985,0.36,,
-397070,,,593.0
-397181,0.64,,
-397390,-0.07,,
-397465,,,580.0
-397593,0.31,,
-397772,,277.1,
-397796,0.39,,
-397858,,,607.0
-397976,,277.1,
-397996,0.51,,
-398193,0.7,,
-398254,,,607.0
-398382,1.16,,
-398554,,283.2,
-398564,1.6,,
-398642,,,662.0
-398754,1.15,,
-398760,,283.2,
-398951,0.83,,
-399029,,,628.0
-399144,0.98,,
-399326,1.78,,
-399386,,,627.0
-399510,1.62,,
-399694,1.63,,
-399759,,,633.0
-399880,1.57,,
-400050,,283.1,
-400065,1.58,,
-400140,,,646.0
-400190,,283.1,
-400242,2.18,,
-400430,1.49,,
-400505,,,642.0
-400613,1.79,,
-400781,,275.7,
-400791,2.14,,
-400866,,,640.0
-400909,,275.7,
-400967,2.2,,
-401138,2.62,,
-401229,,,653.0
-401317,2.12,,
-401494,2.27,,
-401602,,,681.0
-401674,2.01,,
-401853,2.2,,
-401951,,,664.0
-402034,1.9,,
-402221,1.64,,
-402231,,276.5,
-402304,,,674.0
-402363,,276.5,
-402398,2.41,,
-402579,2.1,,
-402715,,,661.0
-402764,1.88,,
-402950,1.78,,
-402977,,280.5,
-403059,,,663.0
-403112,,280.5,
-403130,2.22,,
-403314,1.56,,
-403418,,,659.0
-403491,2.41,,
-403667,2.49,,
-403778,,,700.0
-403840,2.65,,
-404012,2.71,,
-404119,,,708.0
-404192,2.22,,
-404380,1.79,,
-404418,,279.6,
-404503,,,672.0
-404558,2.44,,
-404592,,279.6,
-404740,2.27,,
-404873,,,691.0
-404910,3.15,,
-405081,2.9,,
-405143,,285.6,
-405222,,,736.0
-405265,2.19,,
-405332,,285.6,
-405434,2.9,,
-405594,,,710.0
-405617,2.06,,
-405796,2.45,,
-405959,,,681.0
-405972,2.67,,
-406155,2.17,,
-406342,1.99,,
-406360,,,695.0
-406533,1.77,,
-406650,,284.5,
-406719,1.83,,
-406740,,,711.0
-406868,,284.5,
-406899,2.09,,
-407078,2.21,,
-407115,,,714.0
-407267,1.73,,
-407433,,274.2,
-407433,,275.2,
-407452,2.13,,
-407524,,,699.0
-407638,1.8,,
-407648,,274.7,
-407831,1.73,,
-407920,,,710.0
-408030,1.57,,
-408224,1.58,,
-408256,,282.6,
-408357,,,713.0
-408424,1.72,,
-408503,,282.6,
-408627,1.47,,
-408789,,,701.0
-408828,1.72,,
-409036,1.47,,
-409121,,283.5,
-409221,,,694.0
-409244,1.37,,
-409397,,283.5,
-409452,1.64,,
-409655,0.95,,
-409661,,,700.0
-409867,0.72,,
-410096,0.44,,
-410112,,,712.0
-410327,0.49,,
-410557,0.43,,
-410632,,,659.0
-410789,0.08,,
-411012,,274.9,
-411027,0.66,,
-411117,,,656.0
-411248,0.48,,
-411308,,274.9,
-411482,0.23,,
-411611,,,690.0
-411719,0.68,,
-411952,0.57,,
-411998,,264.9,
-412082,,,696.0
-412189,-0.08,,
-412260,,264.9,
-412442,0.26,,
-412626,,,677.0
-412689,0.43,,
-412932,0.17,,
-413013,,271.6,
-413132,,,638.0
-413182,0.12,,
-413229,,271.6,
-413434,0.61,,
-413618,,,639.0
-413676,0.31,,
-413767,,276.4,
-413835,,,620.0
-413925,0.31,,
-413995,,276.4,
-414087,,,623.0
-414175,0.1,,
-414243,,271.7,
-414310,,,630.0
-414430,0.63,,
-414475,,271.7,
-414621,,,633.0
-414674,0.33,,
-414924,0.67,,
-415132,,,634.0
-415168,0.83,,
-415241,,273.4,
-415307,,,671.0
-415408,0.38,,
-415490,,273.4,
-415618,,,647.0
-415658,0.32,,
-415748,,271.8,
-415813,,,668.0
-415910,0.61,,
-416006,,271.8,
-416155,,,635.0
-416156,0.08,,
-416295,,274.6,
-416366,,,658.0
-416414,0.01,,
-416555,,274.6,
-416672,,,660.0
-416674,-0.28,,
-416939,-0.32,,
-416940,,,655.0
-417183,-0.24,,
-417310,,273.7,
-417416,,,665.0
-417448,-0.35,,
-417625,,273.7,
-417716,-0.09,,
-417725,,,687.0
-417858,,271.2,
-417926,,,674.0
-417979,-0.62,,
-418183,,271.2,
-418253,-0.48,,
-418291,,,695.0
-418400,,273.8,
-418496,,,678.0
-418524,-0.29,,
-418751,,273.8,
-418791,-0.59,,
-418792,,,699.0
-419063,-0.75,,
-419340,-1.37,,
-419406,,,703.0
-419534,,268.6,
-419615,,,684.0
-419632,-1.43,,
-419921,-1.72,,
-419962,,268.6,
-420031,,,689.0
-420124,,266.4,
-420207,,,672.0
-420221,-1.87,,
-420525,-1.55,,
-420582,,266.4,
-420596,,,689.0
-420699,,270.6,
-420818,-1.51,,
-421069,,,660.0
-421106,-2.21,,
-421275,,270.6,
-421401,,,649.0
-421409,-2.59,,
-421719,-2.1,,
-421814,,267.7,
-421876,,,622.0
-422013,-2.34,,
-422266,,,598.0
-422313,-1.29,,
-422382,,268.3,
-422458,,,604.0
-422557,,267.7,
-422586,-0.24,,
-422766,,,618.0
-422834,0.09,,
-422890,,270.8,
-422934,,,605.0
-423017,,,584.0
-423077,-0.29,,
-423182,,268.3,
-423224,,,498.0
-423279,,,503.0
-423292,,270.0,
-423327,-0.99,,
-423587,-1.9,,
-423619,,265.4,
-423663,,,508.0
-423790,,270.8,
-423863,-1.85,,
-424025,,255.3,
-424077,,,457.0
-424140,-2.13,,
-424287,,270.0,
-424440,-2.67,,
-424447,,,463.0
-424648,,252.1,
-424663,,,459.0
-424671,,265.4,
-424765,-2.29,,
-425070,-2.93,,
-425132,,,465.0
-425204,,255.3,
-425335,,248.2,
-425393,-3.95,,
-425435,,,412.0
-425616,,242.5,
-425734,-4.7,,
-425901,,,418.0
-425991,,252.1,
-426115,-4.63,,
-426494,-5.83,,
-426829,,,472.0
-426890,,248.2,
-426918,-6.05,,
-427056,,219.7,
-427183,,,406.0
-427228,,242.5,
-427309,-6.61,,
-427768,-6.79,,
-427839,,,382.0
-427926,,227.2,
-428083,,,380.0
-428237,-7.58,,
-428743,-8.1,,
-428848,,,385.0
-429073,,219.7,
-429113,,211.5,
-429244,,,394.0
-429276,-8.19,,
-429495,,207.6,
-429817,-8.19,,
-429964,,,389.0
-430229,,227.2,
-430376,-8.19,,
-430649,,209.8,
-430920,-8.39,,
-431120,,,392.0
-431475,-8.12,,
-431724,,207.5,
-431900,,211.5,
-432019,-8.58,,
-432152,,,381.0
-432429,,207.6,
-432522,-8.17,,
-432854,,200.3,
-433073,-8.49,,
-433365,,,381.0
-433642,-8.03,,
-433989,,209.8,
-434039,,201.7,
-434191,-8.91,,
-434513,,,385.0
-434776,-9.63,,
-435202,,201.3,
-435317,-9.25,,
-435535,,207.5,
-435708,,,395.0
-435877,-9.6,,
-436406,,202.0,
-436473,-8.8,,
-436481,,,392.0
-437089,-9.19,,
-437113,,200.3,
-437615,,199.1,
-437675,-9.15,,
-438146,,,405.0
-438256,-9.04,,
-438709,,201.7,
-438720,,,400.0
-438848,-9.07,,
-439270,,201.1,
-439438,-8.73,,
-439926,,,438.0
-440004,-8.33,,
-440280,,201.3,
-440461,,203.5,
-440585,-8.42,,
-441117,,,439.0
-441170,-7.91,,
-441583,,,439.0
-441612,,208.1,
-441732,-7.15,,
-441894,,202.0,
-442236,,,491.0
-442266,-7.77,,
-442632,,,427.0
-442700,,201.7,
-442835,-7.45,,
-443273,,,409.0
-443381,,199.1,
-443392,-7.45,,
-443812,,,452.0
-443879,,201.2,
-443950,-7.65,,
-444521,-7.48,,
-444629,,,474.0
-444981,,,506.0
-445034,,204.9,
-445084,-6.15,,
-445269,,201.1,
-445586,-6.32,,
-445664,,,427.0
-446097,-6.56,,
-446153,,201.9,
-446509,,203.5,
-446623,-7.58,,
-446738,,,389.0
-447201,-7.28,,
-447294,,198.4,
-447621,,208.1,
-447769,-7.26,,
-447962,,,381.0
-448338,-7.65,,
-448505,,193.3,
-448692,,201.7,
-448931,-7.92,,
-449151,,,384.0
-449542,-6.7,,
-449643,,192.5,
-449797,,201.2,
-450092,-7.07,,
-450249,,,403.0
-450333,,199.1,
-450663,-7.89,,
-450785,,204.9,
-450845,,204.3,
-451279,-7.24,,
-451474,,,426.0
-451564,,203.3,
-451825,,201.9,
-451866,-6.34,,
-451942,,,486.0
-452073,,208.3,
-452450,-6.81,,
-452736,,,468.0
-452914,,198.4,
-453019,-7.01,,
-453290,,,434.0
-453329,,202.4,
-453600,-7.39,,
-454051,,193.3,
-454061,,,412.0
-454206,-8.21,,
-454641,,195.5,
-454863,-8.92,,
-455164,,192.5,
-455474,,,408.0
-455569,-8.7,,
-455795,,199.1,
-456099,,190.7,
-456258,,204.3,
-456266,-8.83,,
-456844,,203.3,
-456941,,,398.0
-456992,-8.8,,
-457261,,208.3,
-457480,,194.4,
-457702,-8.47,,
-458210,,,409.0
-458302,,202.4,
-458394,-8.34,,
-458767,,,424.0
-458842,,199.9,
-459081,-8.24,,
-459336,,195.5,
-459597,,,521.0
-459737,,205.2,
-459763,-7.45,,
-460140,,,463.0
-460183,,210.0,
-460400,-7.15,,
-460464,,190.7,
-460897,,,491.0
-461020,-7.63,,
-461506,,208.1,
-461576,,194.4,
-461670,-7.65,,
-462300,,,448.0
-462307,-8.08,,
-462649,,199.9,
-462916,,204.4,
-463001,-8.44,,
-463315,,205.2,
-463651,,210.0,
-463707,-8.5,,
-463719,,,442.0
-464315,,203.4,
-464417,-8.17,,
-464682,,208.1,
-465108,-8.03,,
-465120,,,491.0
-465652,,205.5,
-465727,,,491.0
-465756,,204.4,
-465790,-8.64,,
-466373,,206.5,
-466430,,,430.0
-466511,-7.58,,
-466860,,215.5,
-466927,,203.4,
-467165,-6.47,,
-467473,,,443.0
-467520,,218.7,
-467756,-7.26,,
-467991,,229.2,
-468090,,205.5,
-468387,-6.3,,
-468523,,,482.0
-468647,,232.7,
-468775,,206.5,
-468966,-5.18,,
-469096,,243.7,
-469250,,215.5,
-469485,-4.83,,
-469662,,,482.0
-469813,,243.9,
-469874,,218.7,
-469984,-4.0,,
-470145,,245.6,
-470313,,229.2,
-470442,-4.62,,
-470676,,,440.0
-470913,,232.7,
-470930,-5.5,,
-471152,,241.2,
-471267,,243.7,
-471459,-6.17,,
-471724,,,456.0
-471850,,243.9,
-472020,-7.01,,
-472142,,245.6,
-472212,,233.1,
-472626,-6.89,,
-472782,,,475.0
-473024,,241.2,
-473210,-5.75,,
-473268,,232.8,
-473746,-5.09,,
-473834,,,504.0
-473975,,233.1,
-474250,-4.61,,
-474290,,236.6,
-474729,-4.19,,
-474822,,,517.0
-474999,,232.8,
-475188,-3.95,,
-475212,,239.1,
-475636,-4.64,,
-475725,,,528.0
-475769,,236.5,
-475991,,236.6,
-476112,-5.19,,
-476174,,231.3,
-476612,-5.98,,
-476752,,,496.0
-476771,,220.8,
-476942,,239.1,
-477149,-5.73,,
-477194,,218.8,
-477452,,236.5,
-477673,-5.15,,
-477760,,,531.0
-477825,,231.3,
-478135,,,504.0
-478158,,223.8,
-478169,-4.95,,
-478378,,220.8,
-478655,-4.76,,
-478687,,,492.0
-478776,,218.8,
-479085,,223.4,
-479131,-4.94,,
-479602,,,504.0
-479621,-4.53,,
-479712,,223.8,
-479982,,227.3,
-480085,-4.34,,
-480458,,,507.0
-480539,-3.97,,
-480630,,223.4,
-480853,,231.4,
-480978,-4.15,,
-481327,,,516.0
-481421,-3.74,,
-481445,,227.3,
-481699,,231.4,
-481848,-3.76,,
-482156,,,544.0
-482229,,231.4,
-482275,-3.36,,
-482515,,231.2,
-482685,-3.54,,
-482970,,,543.0
-482986,,231.4,
-483101,-3.44,,
-483326,,233.0,
-483512,-3.39,,
-483717,,231.2,
-483767,,,569.0
-483920,-3.42,,
-484093,,232.9,
-484329,-3.22,,
-484448,,233.0,
-484505,,,583.0
-484729,-2.76,,
-484866,,231.3,
-485112,-2.75,,
-485179,,232.9,
-485270,,,583.0
-485494,-2.56,,
-485591,,237.1,
-485867,-2.4,,
-485898,,231.3,
-485983,,,615.0
-486235,-2.57,,
-486318,,242.0,
-486605,-1.36,,
-486615,,237.1,
-486693,,,624.0
-486739,,240.9,
-486939,-2.51,,
-487046,,252.8,
-487306,-2.39,,
-487352,,242.0,
-487434,,,588.0
-487525,,249.3,
-487670,-2.25,,
-487769,,240.9,
-487772,,242.6,
-488028,-2.31,,
-488076,,252.8,
-488165,,,558.0
-488388,-2.44,,
-488495,,243.3,
-488544,,249.3,
-488751,-2.81,,
-488783,,242.6,
-488880,,,584.0
-489126,-3.03,,
-489241,,246.7,
-489501,,243.3,
-489506,-3.25,,
-489656,,,534.0
-489895,-3.25,,
-490009,,243.7,
-490204,,246.7,
-490284,-3.42,,
-490438,,,501.0
-490678,-3.42,,
-490788,,239.7,
-490913,,243.7,
-491072,-3.5,,
-491212,,,500.0
-491466,-3.23,,
-491557,,239.1,
-491643,,239.7,
-491852,-3.93,,
-491993,,,517.0
-492258,-3.75,,
-492350,,239.1,
-492361,,238.3,
-492650,-3.78,,
-492788,,,496.0
-493051,-3.78,,
-493074,,238.3,
-493135,,238.5,
-493451,-3.79,,
-493563,,,514.0
-493775,,238.5,
-493850,-3.58,,
-493903,,237.6,
-494240,-3.74,,
-494322,,,522.0
-494494,,237.6,
-494634,-3.78,,
-494658,,236.4,
-495028,-3.97,,
-495060,,,516.0
-495237,,236.4,
-495416,,236.5,
-495426,-3.66,,
-495812,-3.97,,
-495823,,,506.0
-496015,,236.5,
-496154,,232.8,
-496207,-3.83,,
-496577,,,509.0
-496595,-3.93,,
-496787,,232.8,
-496915,,230.6,
-496984,-3.77,,
-497326,,,499.0
-497366,-3.72,,
-497576,,230.6,
-497660,,230.8,
-497744,-4.3,,
-498068,,,496.0
-498140,-4.25,,
-498354,,230.8,
-498413,,228.2,
-498532,-4.31,,
-498827,,,512.0
-498925,-4.41,,
-499133,,228.2,
-499180,,230.8,
-499319,-4.45,,
-499621,,,522.0
-499713,-4.81,,
-499911,,230.8,
-499916,,231.2,
-500117,-4.16,,
-500299,,,517.0
-500496,-4.43,,
-500675,,232.0,
-500687,,231.2,
-500882,-4.45,,
-501088,,,515.0
-501267,-4.37,,
-501425,,232.2,
-501468,,232.0,
-501646,-4.21,,
-501855,,,549.0
-502018,-4.46,,
-502133,,234.1,
-502227,,232.2,
-502396,-4.0,,
-502530,,,566.0
-502758,-4.4,,
-502827,,233.9,
-502961,,234.1,
-503130,-5.04,,
-503205,,,524.0
-503524,-5.32,,
-503566,,235.5,
-503734,,233.9,
-503925,-5.21,,
-503999,,,579.0
-504321,-4.91,,
-504337,,236.0,
-504533,,235.5,
-504704,-4.7,,
-504742,,,601.0
-505061,,238.2,
-505077,-4.63,,
-505362,,236.0,
-505446,-4.52,,
-505450,,,573.0
-505764,,237.0,
-505808,-4.55,,
-506165,,,582.0
-506167,,238.2,
-506170,-4.9,,
-506526,,240.3,
-506543,-6.0,,
-506952,-5.94,,
-506957,,,557.0
-506990,,237.0,
-507297,,233.4,
-507358,-5.73,,
-507715,,,533.0
-507754,-5.78,,
-507834,,240.3,
-508058,,236.4,
-508150,-5.55,,
-508492,,,520.0
-508537,-5.67,,
-508702,,233.4,
-508815,,235.2,
-508926,-5.76,,
-509240,,,495.0
-509317,-5.83,,
-509562,,236.4,
-509565,,242.0,
-509708,-5.86,,
-509976,,,487.0
-510099,-5.63,,
-510319,,238.2,
-510413,,235.2,
-510482,-5.53,,
-510717,,,486.0
-510859,-5.49,,
-511047,,239.2,
-511235,-5.62,,
-511254,,242.0,
-511447,,,488.0
-511613,-5.38,,
-511774,,241.5,
-511983,-4.77,,
-512083,,238.2,
-512168,,,496.0
-512332,-4.84,,
-512479,,243.0,
-512683,-5.0,,
-512855,,,507.0
-512897,,239.2,
-513039,-4.98,,
-513163,,247.2,
-513393,-4.46,,
-513545,,,519.0
-513700,,241.5,
-513731,-4.08,,
-513808,,,483.0
-513821,,246.2,
-514056,-4.01,,
-514179,,,477.0
-514379,-4.48,,
-514454,,,501.0
-514467,,245.5,
-514470,,243.0,
-514716,-4.31,,
-514822,,,508.0
-515048,-4.28,,
-515119,,245.3,
-515204,,247.2,
-515379,-3.51,,
-515467,,,507.0
-515687,-4.01,,
-515756,,247.7,
-515926,,246.2,
-516010,-3.46,,
-516095,,,512.0
-516317,-3.59,,
-516384,,245.5,
-516628,-3.47,,
-516650,,245.5,
-516722,,,499.0
-516935,-3.45,,
-517015,,243.5,
-517243,-3.23,,
-517379,,245.3,
-517545,-3.48,,
-517854,-3.41,,
-518123,,247.7,
-518161,-3.75,,
-518466,-3.45,,
-518647,,,524.0
-518776,-3.12,,
-518871,,245.5,
-518942,,241.9,
-519077,-3.94,,
-519311,,,522.0
-519403,-3.4,,
-519602,,236.8,
-519624,,243.5,
-519714,-3.47,,
-519955,,,535.0
-520028,-3.4,,
-520266,,235.8,
-520340,-3.58,,
-520640,,,516.0
-520660,-4.84,,
-520973,,233.7,
-521019,-4.55,,
-521367,,,534.0
-521371,-4.61,,
-521716,,230.3,
-521725,-4.3,,
-521851,,241.9,
-522072,-4.51,,
-522128,,,518.0
-522425,-4.29,,
-522459,,227.8,
-522620,,236.8,
-522778,-4.84,,
-522873,,,534.0
-523149,-4.35,,
-523214,,224.7,
-523387,,235.8,
-523502,-4.64,,
-523635,,,538.0
-523858,-4.93,,
-523958,,222.7,
-524156,,233.7,
-524234,-4.86,,
-524364,,,541.0
-524609,-4.82,,
-524711,,221.2,
-524945,,230.3,
-524985,-4.42,,
-525140,,,529.0
-525349,-4.9,,
-525504,,220.3,
-525733,-4.58,,
-525748,,227.8,
-525928,,,518.0
-526106,-4.31,,
-526244,,,520.0
-526312,,220.7,
-526472,-4.14,,
-526566,,224.7,
-526751,,,464.0
-526797,,214.5,
-526833,-4.44,,
-527151,,211.4,
-527207,-4.5,,
-527453,,222.7,
-527584,-5.18,,
-527624,,,441.0
-527690,,204.4,
-527989,-5.43,,
-528066,,200.0,
-528340,,221.2,
-528407,-6.07,,
-528619,,,450.0
-528735,,195.1,
-528854,-6.75,,
-529085,,193.8,
-529251,,220.3,
-529334,-7.33,,
-529680,,,420.0
-529712,,190.5,
-529845,-7.12,,
-530128,,220.7,
-530169,,199.8,
-530352,-7.71,,
-530642,,214.5,
-530766,,,422.0
-530891,-7.48,,
-531037,,211.4,
-531296,,199.4,
-531425,-7.71,,
-531604,,204.4,
-531901,,,458.0
-531976,-7.24,,
-531982,,200.0,
-532414,,205.0,
-532509,-7.2,,
-532718,,195.1,
-532968,,,449.0
-533044,-6.64,,
-533093,,193.8,
-533533,,206.4,
-533558,-6.99,,
-533745,,190.5,
-534094,-6.76,,
-534188,,,490.0
-534228,,199.8,
-534625,-6.82,,
-534672,,212.9,
-535163,-6.76,,
-535288,,,497.0
-535384,,199.4,
-535702,-6.47,,
-535779,,,467.0
-535820,,211.2,
-536244,-7.53,,
-536460,,,448.0
-536490,,205.0,
-536834,-7.77,,
-536985,,,415.0
-537009,,205.0,
-537441,-7.56,,
-537563,,206.4,
-537669,,,400.0
-538041,-7.46,,
-538204,,203.6,
-538633,,212.9,
-538639,-7.55,,
-538846,,,391.0
-539238,-7.43,,
-539395,,208.1,
-539703,,211.2,
-539838,-7.28,,
-540030,,,408.0
-540431,-7.1,,
-540552,,210.3,
-540790,,205.0,
-541014,-7.24,,
-541241,,,405.0
-541604,-7.35,,
-541726,,209.6,
-541894,,203.6,
-542199,-7.64,,
-542398,,,427.0
-542808,-8.13,,
-542854,,209.7,
-542935,,208.1,
-543417,-8.12,,
-543499,,,418.0
-543914,,210.3,
-544006,,204.6,
-544035,-8.14,,
-544654,-7.91,,
-544707,,,409.0
-544880,,209.6,
-545063,,202.5,
-545252,-7.17,,
-545584,,,390.0
-545623,,208.8,
-545796,-6.82,,
-545856,,209.7,
-546022,,213.6,
-546330,-7.17,,
-546587,,,434.0
-546820,,204.6,
-546868,-7.2,,
-546983,,215.2,
-547398,-6.81,,
-547504,,,456.0
-547770,,202.5,
-547880,,219.9,
-547905,-6.14,,
-548280,,208.8,
-548353,,,472.0
-548372,-5.35,,
-548632,,213.6,
-548687,,221.7,
-548811,-5.58,,
-549147,,,477.0
-549174,,222.3,
-549258,-6.28,,
-549431,,215.2,
-549502,,226.3,
-549723,-6.48,,
-549988,,,491.0
-550029,,222.1,
-550161,,219.9,
-550179,-6.94,,
-550300,,220.3,
-550370,,,443.0
-550657,-6.29,,
-550730,,,431.0
-550731,,221.7,
-551011,,223.6,
-551070,,222.3,
-551097,-6.23,,
-551295,,226.3,
-551369,,,471.0
-551531,-5.42,,
-551669,,222.1,
-551676,,224.3,
-551858,,220.3,
-551924,-5.07,,
-552016,,,501.0
-552300,-4.68,,
-552304,,226.7,
-552529,,223.6,
-552630,,,519.0
-552654,-4.52,,
-552881,,233.9,
-552998,-4.04,,
-553173,,,557.0
-553208,,224.3,
-553315,-3.35,,
-553395,,241.0,
-553613,-3.09,,
-553664,,,578.0
-553687,,243.0,
-553889,,249.1,
-553892,,226.7,
-553894,-3.25,,
-554168,,,575.0
-554176,-4.67,,
-554193,,244.0,
-554414,,250.5,
-554457,,233.9,
-554461,-4.21,,
-554769,-4.41,,
-554774,,245.6,
-554778,,,531.0
-554939,,240.4,
-554973,,241.0,
-555063,-5.07,,
-555223,,,496.0
-555248,,243.0,
-555358,-4.95,,
-555435,,249.1,
-555666,-5.38,,
-555707,,244.0,
-555723,,,443.0
-555888,,250.5,
-555937,,234.5,
-555961,-5.49,,
-556204,,245.6,
-556227,,,443.0
-556233,,229.7,
-556264,-5.66,,
-556356,,240.4,
-556443,,230.2,
-556564,-6.15,,
-556745,,,468.0
-556827,,238.1,
-556873,-6.86,,
-556979,,230.3,
-557183,-6.77,,
-557290,,,492.0
-557366,,234.5,
-557511,-6.48,228.3,
-557686,,229.7,
-557811,,,501.0
-557828,-5.75,,
-557922,,230.2,
-558022,,231.6,
-558127,-5.48,,
-558291,,,516.0
-558402,-5.43,,
-558486,,230.3,
-558500,,,511.0
-558509,,231.9,
-558675,-5.21,,
-558940,-5.0,,
-558972,,,464.0
-558980,,234.6,
-559015,,228.3,
-559199,-4.65,,
-559359,,234.1,
-559453,,,484.0
-559454,-4.49,,
-559500,,231.6,
-559692,,,486.0
-559699,-4.64,,
-559896,,240.1,
-559938,,231.9,
-559939,-4.07,,
-560138,,,497.0
-560180,-4.0,,
-560322,,242.3,
-560360,,234.6,
-560407,-3.7,,
-560549,,,495.0
-560632,-3.66,,
-560705,,234.1,
-560740,,245.7,
-560849,-3.4,,
-560969,,,532.0
-561065,-3.33,,
-561165,,245.8,
-561184,,240.1,
-561275,-3.06,,
-561394,,,529.0
-561483,-3.22,,
-561567,,247.6,
-561585,,242.3,
-561686,-2.81,,
-561781,,,554.0
-561891,-2.87,,
-561968,,251.4,
-561977,,245.7,
-562089,-2.59,,
-562185,,,550.0
-562288,-2.49,,
-562360,,245.8,
-562361,,252.4,
-562482,-2.21,,
-562572,,,579.0
-562677,-2.58,,
-562749,,252.6,
-562774,,247.6,
-562865,-2.05,,
-562959,,,581.0
-563044,-2.07,,
-563127,,251.4,
-563184,,251.4,
-563229,-2.21,,
-563335,,,589.0
-563415,-2.27,,
-563516,,253.7,
-563588,,252.4,
-563604,-2.08,,
-563735,,,577.0
-563795,-1.63,,
-563901,,254.3,
-563945,,252.6,
-563983,-1.82,,
-564108,,,627.0
-564164,-1.84,,
-564283,,253.9,
-564295,,251.4,
-564348,-1.89,,
-564501,,,618.0
-564534,-1.8,,
-564638,,253.7,
-564669,,254.5,
-564721,-2.02,,
-564889,,,626.0
-564907,-1.44,,
-564968,,254.3,
-565057,,253.2,
-565097,-1.87,,
-565268,,,620.0
-565281,-1.42,,
-565289,,253.9,
-565431,,253.9,
-565470,-1.22,,
-565598,,254.5,
-565642,,,603.0
-565652,-1.68,,
-565827,,252.8,
-565831,-1.93,,
-565934,,253.2,
-566019,-1.44,,
-566037,,,615.0
-566211,-1.54,,
-566217,,253.0,
-566254,,253.9,
-566396,-1.38,,
-566430,,,613.0
-566582,-1.59,,
-566584,,252.8,
-566606,,250.2,
-566766,-1.51,,
-566821,,,589.0
-566955,-1.77,,
-566980,,253.0,
-566996,,251.3,
-567143,-1.49,,
-567209,,,590.0
-567335,-1.09,,
-567364,,250.2,
-567381,,250.0,
-567524,-1.47,,
-567598,,,589.0
-567706,-1.42,,
-567733,,251.3,
-567778,,251.3,
-567895,-1.64,,
-567997,,,588.0
-568084,-1.48,,
-568117,,250.0,
-568189,,251.8,
-568278,-1.5,,
-568419,,,580.0
-568469,-1.61,,
-568513,,251.3,
-568598,,251.8,
-568662,-1.48,,
-568816,,,597.0
-568857,-1.42,,
-568912,,251.8,
-569005,,249.6,
-569051,-1.49,,
-569229,,,594.0
-569244,-1.45,,
-569311,,251.8,
-569417,,251.6,
-569440,-1.38,,
-569635,-1.44,,
-569652,,,610.0
-569683,,249.6,
-569825,,250.3,
-569830,-1.69,,
-570024,,251.6,
-570027,-1.51,,
-570051,,,604.0
-570228,-1.79,,
-570240,,246.3,
-570365,,250.3009961681342,
-570428,-1.86,,
-570475,,,614.0
-570633,-1.43,,
-570669,,247.7,
-570719,,246.30955184938028,
-570840,-1.53,,
-570899,,,612.0
-571041,-1.32,,
-571087,,249.2,
-571103,,247.65697248974385,
-571243,-2.15,,
-571312,,,613.0
-571442,-1.63,,
-571512,,248.7,
-571525,,249.18618138857704,
-571658,-1.35,,
-571749,,,598.0
-571864,-1.29,,
-571952,,251.8,
-571963,,248.72078039844754,
-572066,-1.76,,
-572197,,,620.0
-572267,-1.31,,
-572403,,251.9,
-572414,,251.7666008144979,
-572478,-1.41,,
-572646,,,605.0
-572681,-1.23,,
-572853,,252.1,
-572856,,251.86150476654132,
-572887,-1.22,,
-573090,-1.37,,
-573097,,,600.0
-573283,,252.08002667419618,
-573294,-0.99,,
-573315,,248.9,
-573502,-1.14,,
-573573,,,581.0
-573704,-1.42,248.8639219697805,
-573780,,252.5,
-573911,-1.62,,
-574039,,,589.0
-574126,-1.73,,
-574162,,252.543697553062,
-574272,,252.9,
-574347,-1.73,,
-574553,,,584.0
-574573,-2.11,,
-574649,,252.8973536409592,
-574773,,251.3,
-574799,-1.95,,
-575031,-1.83,,
-575052,,,597.0
-575165,,251.2965766771463,
-575264,-1.87,,
-575292,,251.3,
-575497,-2.27,,
-575583,,,579.0
-575703,,251.34172534675196,
-575734,-1.95,,
-575819,,251.1,
-575982,-1.83,,
-576100,,,602.0
-576216,-1.71,,
-576246,,251.0792763522184,
-576355,,249.1,
-576452,-1.36,,
-576642,,,602.0
-576695,-0.92,,
-576792,,249.0568689785398,
-576907,,252.9,
-576933,-1.08,,
-577164,-1.1,,
-577199,,,618.0
-577330,,252.92340485161623,
-577402,-1.06,,
-577485,,251.5,
-577642,-1.16,,
-577788,,,609.0
-577871,,244.1,
-577883,,251.47302309267096,
-577886,-1.07,,
-578004,,,521.0
-578069,,243.8,
-578134,-1.46,,
-578260,,244.13978325747763,
-578373,,,505.0
-578385,-2.31,,
-578450,,236.2,
-578451,,243.8071398156684,
-578648,-3.04,,
-578745,,230.3,
-578864,,236.17021956160747,
-578928,-2.81,,
-579114,,,484.0
-579168,,230.2553890769855,
-579210,,225.2,
-579243,-3.45,,
-579557,-4.1,219.4,
-579596,,225.2070402346668,
-579896,-4.23,,
-579978,,219.41265806017452,
-580024,,,488.0
-580050,,215.4,
-580263,-4.81,,
-580441,,209.9,
-580504,,215.44586651227405,
-580642,-5.72,,
-580886,,209.88341782048894,
-580956,,,482.0
-581049,-6.31,,
-581084,,206.7,
-581463,,210.6,
-581499,-7.03,,
-581624,,206.68125254107684,
-581978,-6.89,,
-582008,,210.63901783350494,
-582496,-5.9,,
-583034,-5.75,,
-583535,-6.1,,
-584040,-5.49,,
